domain,subdomain,source_id,source_doc,source_lang,target_lang,direction,source_text,target_text
medical,rw-anxiety-f,medical|rw-anxiety-f|000105,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"of anxiety. as our ancestors were able to arrive safely on our islands, we also can get through anxiety and","me vaka ga na nodra valuta na voravora ni wasawasa ko ira noda qase, sa dodonu meda bolea na"
medical,rw-anxiety-f,medical|rw-anxiety-f|000106,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,live life to its fullest potential.,wasawasa ni lomataqaya. me vakataki ira noda qase era yaco bula kina noda yanuyanu; sa rawa talega ni
medical,rw-anxiety-f,medical|rw-anxiety-f|000107,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,here are some tips to help us navigate through anxiety.,da lako curuma na loma taqaya kei na noda marautaka na bula e taucoko.
medical,rw-anxiety-f,medical|rw-anxiety-f|000108,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,take care of ourselves,oqo e vica nai dusidusi e rawa ni vukei keda me da sokota yani na yalotaqaya.
medical,rw-anxiety-f,medical|rw-anxiety-f|000109,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"we can face challenging journeys with more confidence when our basic needs are met, and",meda qaqarauni ka taqomaka na noda bula
medical,rw-anxiety-f,medical|rw-anxiety-f|000110,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,we build ourselves a solid foundation.,e rawa ni da sotava na bolebole ni bula ena lomada ni sa rawa ni sotavi nai tavi ni veisiga ka
medical,rw-anxiety-f,medical|rw-anxiety-f|000111,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"» eating well can improve our mood, energy levels and general health and wellbeing.",da taracake na noda yavu dei ni bula.
medical,rw-anxiety-f,medical|rw-anxiety-f|000112,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,» sleeping well can help to give our brain and body the rest it needs.,"» kana vaka vinaka me tarau cake kina na i tovo ni yago, solia na kaukauwa kei na bula"
medical,rw-anxiety-f,medical|rw-anxiety-f|000113,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"» being active and moving more can help boost our mood, manage stress and sleep better.",vinaka.
medical,rw-anxiety-f,medical|rw-anxiety-f|000114,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,» avoiding alcohol and other drugs helps us to think clearly and find longer-term solutions,» moce vakavinaka ena vukea na noda vaksama kei na yagoda.
medical,rw-anxiety-f,medical|rw-anxiety-f|000115,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,for our problems.,» noda vakaukauwa yago ena vukea noda vakasama kei na moce vakavinaka.
medical,rw-anxiety-f,medical|rw-anxiety-f|000116,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,check out the feel-good section of the mental wealth website for more advice on self-care,» na kena tarovi na vakayagataki ni yaqona ni vavalagi kei na wai na veivakamatenitaki ena
medical,rw-anxiety-f,medical|rw-anxiety-f|000117,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,www.mentalwealth.nz,vukea na noda loma kasa kei na kena kune nai wali ni noda leqa.
medical,rw-anxiety-f,medical|rw-anxiety-f|000118,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,the power of our thoughts can keep us afloat,toqa (check out) tabana nio veiqaravi (‘feel-good’) ena mataveilawa (website) me baleta nai
medical,rw-anxiety-f,medical|rw-anxiety-f|000119,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,being aware of our thinking and noticing unhelpful,vakasalatale eso ni noda qaravi keda(self care) www.mentalwealth.nz
medical,rw-anxiety-f,medical|rw-anxiety-f|000120,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,thoughts help us understand what increases our,na tudei ni noda vakasama e rawa ni maroroi
medical,rw-anxiety-f,medical|rw-anxiety-f|000121,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,anxiety and makes things worse. when we can catch,keda
medical,rw-anxiety-f,medical|rw-anxiety-f|000122,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"our unhelpful thoughts, we can learn to handle them",ni da kila ka kidava na vakasama e sega ni vinaka
medical,rw-anxiety-f,medical|rw-anxiety-f|000123,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,differently and find new ways to cope. one way of doing,"se veivukei, oqo e vukea na noda kila na ka e rawa ni"
medical,rw-anxiety-f,medical|rw-anxiety-f|000124,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,this is to note down our thoughts on paper (or phone/,vakavuna na loma taqaya. ni da sa vakasamataka e so
medical,rw-anxiety-f,medical|rw-anxiety-f|000125,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,device) and then figuring out which thoughts make us,"na veivakanananu e sega ni yaga, eda na rawa talega ni"
medical,rw-anxiety-f,medical|rw-anxiety-f|000126,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,feel better or worse.,da na vulica na kena i wali ka vakasaqara na gaunisala
medical,rw-anxiety-f,medical|rw-anxiety-f|000127,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,connect in spiritually,me wali kina. dua na kena sala oya me toqai ena pepa
medical,rw-anxiety-f,medical|rw-anxiety-f|000128,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"connecting in spiritually can mean connecting in with something like our faith, or religion,",(se ena talevoni) sa da qai wasea na nanuma cava e
medical,rw-anxiety-f,medical|rw-anxiety-f|000129,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,or something that is meaningful to and bigger than us. for some of us this could mean,kauta mai na vinaka se na ca.
medical,rw-anxiety-f,medical|rw-anxiety-f|000130,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"praying, meditating, or spending time with nature. connecting in spiritually can help",semati ena veika vakayalo
medical,rw-anxiety-f,medical|rw-anxiety-f|000131,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,to keep us grounded and give us a sense of peace.,"semati ena veika vakayalo e rawa ni kena i balebale- semati vata kei na vakabauta, se lotu,se"
medical,rw-anxiety-f,medical|rw-anxiety-f|000132,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,----------------------- page -----------------------,dua tale na ka e levu cake mai vei keda. e so veikeda e rawa ni kenai balebale na masu
medical,rw-anxiety-f,medical|rw-anxiety-f|000133,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,breathe,vakasama titobu se noda vakayagataka na i yau bula era tu vakawavoliti keda. semati ena
medical,rw-anxiety-f,medical|rw-anxiety-f|000134,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,taking slow deep breaths can help us to interrupt the physical cycle that causes our hearts,veika vakayalo e rawa ni vukei keda me da tudei ka solia vei keda na loma vakacegu.
medical,rw-anxiety-f,medical|rw-anxiety-f|000135,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"to beat faster, our tummies to feel sick, and our bodies to tense up. when the currents of",----------------------- page -----------------------
medical,rw-anxiety-f,medical|rw-anxiety-f|000136,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"anxiety are strong and overwhelming, slowing down and taking deep breaths can allow us to",i cegu
medical,rw-anxiety-f,medical|rw-anxiety-f|000137,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,clear and calm our minds so we can make wise decisions and navigate to safety.,"ni da cegu vakamalua ena rawa vakaseva na tava tukituki ni uto, na lomaloma ca, kei na"
medical,rw-anxiety-f,medical|rw-anxiety-f|000138,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,» try practising this – breathe in through your nose for seconds; hold your breath for,tadre ni yagoda ka rawa ni vakatatao ni noda raica na veika e vinaka. ni sa dredre mai na kui
medical,rw-anxiety-f,medical|rw-anxiety-f|000139,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,seconds; and then breathe out through your mouth for seconds. repeat these steps,"kei na cagi ni lomataqaya, me da tu vakamalua ka taura e dua na icegu titobu me rawa ni"
medical,rw-anxiety-f,medical|rw-anxiety-f|000140,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,at least three times.,"tasere,galala na mona me rawa ni da vakatulewa vinaka ka soko yani ki vanua mamaca."
medical,rw-anxiety-f,medical|rw-anxiety-f|000141,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,inhale hold exhale,"» tovolea mo vakatovotovotaka oqo – cegu ena ucumu me na sekodi, taura nomui cegu"
medical,rw-anxiety-f,medical|rw-anxiety-f|000142,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,seconds seconds seconds,"me na sekodi, qai cegu sobu ena gusuma me na sekodi. me vaka na nomu kitaka."
medical,rw-anxiety-f,medical|rw-anxiety-f|000143,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,talanoa (talk) with people we trust,ceguva vakatabuicegu cegu
medical,rw-anxiety-f,medical|rw-anxiety-f|000144,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"we are a relational people so connecting in with our aiga, friends and support people can",na sekodi na sekodi na sekodi
medical,rw-anxiety-f,medical|rw-anxiety-f|000145,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,be really helpful. talking with people that we trust and that are supportive can help us to,veiwasei kei ira na tamata eda vakabauti ira
medical,rw-anxiety-f,medical|rw-anxiety-f|000146,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"understand what’s going on. we can talanoa with our aiga, friends, a counsellor, church",e veivuke vakalevu ni da tamata dauveivukei ka sema vakavinaka vei ira na lewe ni noda
medical,rw-anxiety-f,medical|rw-anxiety-f|000147,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"leader or elder. we can connect with others and be a part of a group, like a sports team or","vuvale, itokani kei ira na dauniveitokoni ena noda i tikotiko ka rawa me da vakararavi kina."
medical,rw-anxiety-f,medical|rw-anxiety-f|000148,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,religious group; this can help with feelings of loneliness when we are anxious. we can also,ni da veitalanoa kei ira eda vakabauti ira ka dau veivuke ena vukea na noda kila ka. e rawa
medical,rw-anxiety-f,medical|rw-anxiety-f|000149,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,get support from online communities or resources like those listed at the end.,"ni da veitalanoa kei ira noda i tokani, vuvale, dau ni vakasala, liuliu ni lotu se ko ira na qase."
medical,rw-anxiety-f,medical|rw-anxiety-f|000150,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,if talking to someone is not helpful the first,"sa rawa ni da sema kei ira na matai lawalawa eso me vaka na mata timi ni qito, se mata lotu"
medical,rw-anxiety-f,medical|rw-anxiety-f|000151,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"time around, keep reaching out to find someone",ni oqo e rawa ni vukei keda meda kua ni galili
medical,rw-anxiety-f,medical|rw-anxiety-f|000152,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,trustworthy and supportive.,ena gauna ni loma taqaya. sa rawa talega ni
medical,rw-anxiety-f,medical|rw-anxiety-f|000153,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,check out aunty dee’s tips on talking for more ideas,da kerea na veivuke ena wa ni livaliva kei na vei
medical,rw-anxiety-f,medical|rw-anxiety-f|000154,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,www.auntydee.co.nz/tips-and-help/talk,vola eso ka toqai koto ena i otioti ni wasewase.
medical,rw-anxiety-f,medical|rw-anxiety-f|000155,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,----------------------- page -----------------------,"ke sega ni manata na veitalanoa taumada,"
medical,rw-anxiety-f,medical|rw-anxiety-f|000156,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,let our culture empower us,sasaga tikoga mo kunea e dua ena tokoni iko.
medical,rw-anxiety-f,medical|rw-anxiety-f|000157,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,there are many aspects of our pasifika cultures that empower our,vakataroga na ‘aunty dee’s tips’ ke o gadreva
medical,rw-anxiety-f,medical|rw-anxiety-f|000158,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,sense of strength and pride. connecting in with the traditions,eso tale nai vakasala. www.auntydee.co.nz/
medical,rw-anxiety-f,medical|rw-anxiety-f|000159,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,and practices of our cultures helps us to sustain a strong sense,tips-and-help/talk
medical,rw-anxiety-f,medical|rw-anxiety-f|000160,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,of who we are and where we belong. we need to be reminded of,----------------------- page -----------------------
medical,rw-anxiety-f,medical|rw-anxiety-f|000161,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,these positive truths when life gets us down and,na noda i tovo vakavanua me vakauwaitaki keda
medical,rw-anxiety-f,medical|rw-anxiety-f|000162,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,emotions like anxiety start to take over. cultural,e vuqa na veimataqali i tovo- vakavanua ena pasifika e
medical,rw-anxiety-f,medical|rw-anxiety-f|000163,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,practices can include koka’anga (pasifika arts,veivakaukauwataki. ni da semati vata kei na noda i tovo
medical,rw-anxiety-f,medical|rw-anxiety-f|000164,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"and crafts), practising a tau’olunga (dance), learning",vakavanua e vukei keda meda kila na vanua eda cavutu mai kina
medical,rw-anxiety-f,medical|rw-anxiety-f|000165,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"pasifika songs, or simply listening to our elders when they talk",(ka da wili talega kina). e gadrevi me da vakananuma vei keda
medical,rw-anxiety-f,medical|rw-anxiety-f|000166,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,about our rich history.,na dina levu oqo na gauna e dau yaco mai kina na
medical,rw-anxiety-f,medical|rw-anxiety-f|000167,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"check out ‘i am’ on www.atumai.nz to explore pasifika values,",lomataqaya. nai tovo vakavanua eso sa vanua ni
medical,rw-anxiety-f,medical|rw-anxiety-f|000168,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,cultural benefits and create your own cultural legacy statement.,wili kina “cakacaka ni liga” (pasifika arts +crafts).
medical,rw-anxiety-f,medical|rw-anxiety-f|000169,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,surviving a storm builds resilience,vakatovotovo ena meke - meke (dance) vulici na sere
medical,rw-anxiety-f,medical|rw-anxiety-f|000170,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"when we avoid situations that make us feel anxious, things might seem okay for a short",ni pasifika se vakarorogo vei ira noda qase ni ra talonoataka nai
medical,rw-anxiety-f,medical|rw-anxiety-f|000171,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"time, but it can actually make our anxiety worse in the long term. sometimes facing our",tukutuku ni veigauna e liu.
medical,rw-anxiety-f,medical|rw-anxiety-f|000172,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,fears can help us to realise things are not as bad as we might think. when we realise we,vakamuria ka raica na ‘i am’ ena mataveilawa www.atumai.nz
medical,rw-anxiety-f,medical|rw-anxiety-f|000173,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"can survive a storm, we can see these situations as opportunities for learning, growing and","mo vakaraica kina na veika vakapasifika, veitovo yaga eso kei na"
medical,rw-anxiety-f,medical|rw-anxiety-f|000174,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,gaining confidence.,nomu bulia na nomu veitukutuku vakavanua.
medical,rw-anxiety-f,medical|rw-anxiety-f|000175,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,e vave taunu’u le malaga pe a,"bula mai na drake ca,tara cake na bula ni veivakacokotaki"
medical,rw-anxiety-f,medical|rw-anxiety-f|000176,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,tatou alo va’a fa’atasi,ni da levea veika e rawa ni na yaco ka rawa ni vakavuna na loma taqaya ena vinaka ena dua
medical,rw-anxiety-f,medical|rw-anxiety-f|000177,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,our destiny is within sight when we,"na gauna lekaleka, ia e rawa ni ca sara vakalevu kevaka me biu vakadede. ena so na gauna"
medical,rw-anxiety-f,medical|rw-anxiety-f|000178,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,paddle our canoe together,ni da vorata na veika e dau vakavuna noda rere ena vukei keda me da vakila ni sega sara ni
medical,rw-anxiety-f,medical|rw-anxiety-f|000179,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,----------------------- page -----------------------,ca me vaka na noda nanuma. ni da sa liaca ni sa rawa ni kina bula oqo e gaunisala ni noda
medical,rw-anxiety-f,medical|rw-anxiety-f|000180,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,where to get help,"vuli, tubucake ka veikadeitaki."
medical,rw-anxiety-f,medical|rw-anxiety-f|000181,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,psychological talking therapy is highly recommended for treating anxiety. these interventions can be,e vave taunu’u le malaga pe a
medical,rw-anxiety-f,medical|rw-anxiety-f|000182,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"provided by health professionals such as psychologists, counsellors, or someone trained in talking therapies.",tatou alo va’a fa’atasi
medical,rw-anxiety-f,medical|rw-anxiety-f|000183,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,your gp or family doctor can also help recommend an approach for you and might suggest suitable,eda na raica ka volekata na noda dui
medical,rw-anxiety-f,medical|rw-anxiety-f|000184,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"medications if required. if you’re at school or university, you may also be able to access a counselling or",cavacava vinaka ni da sokota ka vocea
medical,rw-anxiety-f,medical|rw-anxiety-f|000185,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,student wellbeing service.,vata na noda takia
medical,rw-anxiety-f,medical|rw-anxiety-f|000186,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"you can also text or freephone , new zealand’s free support service with qualified",----------------------- page -----------------------
medical,rw-anxiety-f,medical|rw-anxiety-f|000187,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,and confidential counsellors. let them know what’s going on for you or the person you,vanua e rawa ni vakasaqarai kina na veivuke
medical,rw-anxiety-f,medical|rw-anxiety-f|000188,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"are concerned about, and they can support you or provide you with a list of services in","e daumaka me da veitalanoa kei ira na tabana ni veiqaravi ni mona me valuti kina na “lomataqaya” (anxiety),"
medical,rw-anxiety-f,medical|rw-anxiety-f|000189,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,your area.,"ka rawa ni ra vakaitavi kina na vuniwai ni mona (psychologist), dau ni vakasala (counsellors), se vua e dua e"
medical,rw-anxiety-f,medical|rw-anxiety-f|000190,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"if you want to talk to someone confidentially or ask questions, try these free numbers.",sa vulica mai na kena i volavola ni vosa. sa rawa talega ni vakaitavi kina o nomu vuniwai ni vuvale ena kena
medical,rw-anxiety-f,medical|rw-anxiety-f|000191,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,» anxiety helpline – anxiety new zealand trust’s free helpline,vakarautaki na veiwainimate eso se vua ni kau ke gadrevi (tablets). ke ko tiko ena vuli torocake sa tiko talega
medical,rw-anxiety-f,medical|rw-anxiety-f|000192,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,( anxiety),"kina ko ira na daunivakasala, kei na tabana ni qaravu ni gone vuli."
medical,rw-anxiety-f,medical|rw-anxiety-f|000193,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,» youthline – online community and support for young people.,"sa rawa ni ko volavola (text) se qirita na talevoni sega ni saumi , vei ira na dauni"
medical,rw-anxiety-f,medical|rw-anxiety-f|000194,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,", free text , webchat at www.youthline.co.nz",vakasala sega ni saumi. vakaraitaka vei iratou na nomu leqa se nomu it tokani eratou
medical,rw-anxiety-f,medical|rw-anxiety-f|000195,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,» what’s up – advice & counselling support for --year olds; noon to pm.,rawa ni vukei iko mo kila na vanua mo veitaratara kina ka tiko talega vei iratou na lisi ni
medical,rw-anxiety-f,medical|rw-anxiety-f|000196,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,» kidsline – advice & counselling support up to years; pm to pm weekdays.,yaca ni vanua mo veitaratara kina.
medical,rw-anxiety-f,medical|rw-anxiety-f|000197,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,( kidsline),"ke ko gadreva mo veitalanoa kei na dua se vakatataro, tovolea na vei naba ni talevoni"
medical,rw-anxiety-f,medical|rw-anxiety-f|000198,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,free online tools and resources,sega nisaumi oqo.
medical,rw-anxiety-f,medical|rw-anxiety-f|000199,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"a one stop-shop to support for when life sux,",» anxiety helpline – anxiety new zealand trust’s free helpline
medical,rw-anxiety-f,medical|rw-anxiety-f|000200,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,young people to feel good aunty dee can help you,( anxiety)
medical,rw-anxiety-f,medical|rw-anxiety-f|000201,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,e-therapy for young people who are,» youthline – online community and support for young people.
medical,rw-anxiety-f,medical|rw-anxiety-f|000202,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,and stay connected. solve your problems.,", free text , webchat at www.youthline.co.nz"
medical,rw-anxiety-f,medical|rw-anxiety-f|000203,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"feeling down, worried or stressed.",» what’s up – advice & counselling support for --year olds; noon to pm.
medical,rw-anxiety-f,medical|rw-anxiety-f|000204,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,www.mentalwealth.nz www.auntydee.co.nz,» kidsline – advice & counselling support up to years; pm to pm weekdays.
medical,rw-anxiety-f,medical|rw-anxiety-f|000205,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,www.sparx.org.nz,( kidsline)
medical,rw-anxiety-f,medical|rw-anxiety-f|000206,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,culturally based tools to,na taba ni veiqaravi e rawa ni o veitaratara kina
medical,rw-anxiety-f,medical|rw-anxiety-f|000207,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,support for young people,"a one stop-shop to support for when life sux,"
medical,rw-anxiety-f,medical|rw-anxiety-f|000208,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,support pacific young,young people to feel good aunty dee can help you
medical,rw-anxiety-f,medical|rw-anxiety-f|000209,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,experiencing depression,e-therapy for young people who are
medical,rw-anxiety-f,medical|rw-anxiety-f|000210,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,people to unleash their a step-by-step approach for working,and stay connected. solve your problems.
medical,rw-anxiety-f,medical|rw-anxiety-f|000211,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,or anxiety.,"feeling down, worried or stressed."
medical,rw-anxiety-f,medical|rw-anxiety-f|000212,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,full potential. through depression. www.depression.,www.mentalwealth.nz www.auntydee.co.nz
medical,rw-anxiety-f,medical|rw-anxiety-f|000213,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,www.thelowdown.co.nz,www.sparx.org.nz
medical,rw-anxiety-f,medical|rw-anxiety-f|000214,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,www.atumai.nz org.nz/get-better/the-journal,culturally based tools to
medical,rw-anxiety-f,medical|rw-anxiety-f|000215,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,learn mindfulness to develop better info and resources for queer and,support for young people
medical,rw-anxiety-f,medical|rw-anxiety-f|000216,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,wellbeing. www.smilingmind.com.au gender diverse youth. www.ry.org.nz www.justathought.co.nz,support pacific young
medical,rw-anxiety-f,medical|rw-anxiety-f|000217,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"published in july by le va, auckland, new zealand.",experiencing depression
medical,rw-anxiety-f,medical|rw-anxiety-f|000218,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,© . pacific inc limited.,people to unleash their a step-by-step approach for working
medical,rw-anxiety-f,medical|rw-anxiety-f|000219,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,isbn: ---- (pdf),or anxiety.
