domain,sentence_type,direction,source_text,target_text,alignment_method,quality_flags,notes,source_doc
dictionary,lexeme_gloss,fj_to_en,lala,"(archaic) n. obligatory labour, usually farm labour, traditionally provided to a chief by the commoners, but might include other community labour such as house-building, road-building. the earlier right",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,of chieftains to impose this duty was officially,abolished by the colonial administration due to abuses by the chieftains who used it only to their own advantage. abolition of such chiefly rights made a serious problem for those chiefs who had no salary from a government position or from income from,parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,leased,"land. only the salaried provincial admininistrators (roko tui), and under them the fijian district officers (buli), were allowed to impose lala.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,ilala,"n. gang (usually of people), a cohesive group of followers attached to a leader (not necessarily related in the traditional social network). na vaka-ilala the member(s) of a group, gang, work-crew, those who belong to the group. lala v. to go along together, of two or more people.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lalabi,"(or) lalabe n. species of small, broad-leaf terrestrial fern , cooked leaves eaten as a green vegetable, diplazium proliferum. such edible ferns are generally referred to as ota and are semi-cultivated. sold in the suva market. syn. labe.",parse_gatty_basic,has_syn,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lalaga,". n. wall (of a building). lalaga vesi honorific reference to the tui cakau at village somosomo, taveuni.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lalaga,". n ., adj . spacious(ness), uncrowded, free(dom) from restriction or constraint.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lalaga,". n. (tonga “lagaga”) traditional section of tongan-style tapa cloth gatu, made in lau. each section is marked with a sequential number. such sections make up one lautef ui.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lalai,"adj ., n . small (plural). only very few fij ian adj ectives have a plural form. gone lailai small child,",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,na,"gone lalai the small children (often abbreviated as na lalai). see leka short, levu big, balavu",parse_gatty_basic,has_see,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,long,(or) tall.,parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lalakai,"n. a common weed, sp. of small plant boiled in water to give the finest shiny black appearance (somosomo) to leaves of voivoi (pandanus sp), for decorative interweaving in the plaiting of mats, after",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,the pandanus has been left buried in mud,"(soso) for a time. this gives a shinier finish than an alternative plant, wa damu.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,ilalakai,"n. small and very simple rectangular plaited mat, usually of coconut leaf, used traditionally as a",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,kind,"of dish for serving food to a chief, though not for any flesh food for which green leaves or a",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,wooden platter,(dari) might be used. these are now sometimes sold as tourist souvenirs. adopted as,parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,the name,(nai lalakai) of a fijian language weekly newspaper. idiom: kana e bele ni ilalakai lit. eat at the edge (bele) of the chiefly food-tray. said of a dependent person who pretentiously tries to act as if properly a member of the important household.,parse_gatty_basic,has_idiom,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lalama,"adj . translucent, as of very thin barkcloth (or cotton cloth), but modernly may mean virtually transparent, perhaps even like clear glass.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lalata,"v. usually of a sound, voices, to fill or dominate some place like a room. lalau, lalautaka v. (of pregnant women) to crave some special food or beverage. lalawa, lalawataka v. to plan, have an objective or goal for something. syn. navunavuci.",parse_gatty_basic,has_syn,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lalawa,"n. sinnet lashings, often decorative, as in binding rafters of a traditional fij ian house, especially in lau.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lalawa,"ni mate n. life-size or larger effigy of a dead chief erected ceremonially at the end of mourning period, when mourning clothes are removed. it is made of coir sinnet and dressed in masi barkcloth. mourners bring gifts to lay at its feet, whaleteeth (called vatu ni sulu, in this context), or other ceremonial goods. this is strictly a lauan concept, but adopted for ratu lala sukuna in , then for ratu",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,penaia,ganilau in and later for ratu mara kapaiwai after his death. people of cicia island are skilled at making the lalawa ni mate.,parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lali,"n. wooden gong or drum, or modernly, a metal bell. today the large ones serve mostly to call village fijians to church, or children to school. very small ones with a high-pitched tone may be used at a traditional dance (meke), a custom introduced from tonga. to beat the drum, or sound the drum, fijians",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,use,"the verb qiri, qirita, to ring, the same verb used to ringing a phone or playing a guitar. formerly,",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,signals were transmitted by various rhythmic beatings of the,"lali but now all such rhythms are forgotten. lali, lalita v. to trip, to trip up, stumble especially in running. lalita refers to the legs. lali, lalia v. to fib (to someone), usually not as any accusation that would have serious consequences, but more often as a joke.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,veilali,"adj . duplicitous, deceptive. laloi, laloya v . to cover and protect food in the earth-oven with small stick s or other vegetation, placed above. ilaloi plant material such as sticks used for this purpose.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lamalama,"adj . clear, translucent, transparent, usually said of water. see lalama.",parse_gatty_basic,has_see,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lamasa,"adj . lacking in fortitude, insubstantial.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lamata,"v. to break through to the surface of the water, as a diver or a turtle comes up for breath.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lamawa,"n. v., yawn. syn. lamoa.",parse_gatty_basic,has_syn,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lamea,". n. mucus, usually from the mouth. syn. luka which applies specifically and only to mucus of the nose.",parse_gatty_basic,has_syn,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lamea,". n. painful, infective sores (probably fungal) in the mouths of children, usually. fijian treatment",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,sometimes calls for applications of macerated leaves of,"a fern called vativati. this malady is probably what is called “thrush” in english. see macake. lami, lamitaka (tonga “to conceal”) v., n. to fib, to lie (about), falsehood. mai lami! that’s a fib ! syn. lasu, lasutaka.",parse_gatty_basic,has_syn;has_see,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lamoa,"n., v. to yawn . syn. lamawa.",parse_gatty_basic,has_syn,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lamu,"adj . of a container or vessel, pipe or tube, has one or more holes, leaky. as an idiom applied to people, lamu (or) lamulamu means cowardly, fearful. it refers to involuntary urinating and defecation of a terrified person. a slang synonym is “fifty cents”, suggesting a round and open rectum. the english words are spoken within the fijian sentence, or used as an exclamation on their own. lamu, lamuta v. to push or knock one or more holes in a vessel.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lapita,n. place-name in new caledonia where there was discovered evidence of proto-polynesians who,parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,were,"the first, original settlers of these central south pacific islands. the word now refers to those",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,people who,"arrived in fiji some , years ago. they were sailors who made pottery, the main artefacts of their settlements, and they usually remained near the coast. many who came to fij i moved on",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,laqa,"n. adj . slightly open, of a crack , gap, chink (of a container, boat, door, window, or a garment that",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,remains,"somewhat open). the word may be used as a reproach to a girl who is not sitting properly, having her panties exposed.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,larakini,"(eng.) n. larakin, irresponsible young man. lasa, lasata . v. to have fun, be happy. vulagi lasa dina truly happy visitor or stranger (words from the",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,farewell,"song isa lei). lasata v. to please someone, some people. na lasa vakavuravura (anglicism) the worldly pleasures. lasa, lasava . v. to have an affair. erau a lasa tiko. they () were having an affair. lasa e tuba to have",parse_gatty_basic,has_anglicism,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,vaka-lasalasa,"(anglicism) n. entertainment, concert, show. dau-vaka-lasalasa n. entertainer. syn. vaka-ta-suasua.",parse_gatty_basic,has_syn;has_anglicism,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lasakau,"n. a tribe of naval warriors of bau, considered traditional ""fishermen "" (gonedau) but actually, brutal killers of tongan origin from beqa, men who supplied bodies for bau's cannibalism. they were",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,brought to bau by the,"vunivalu banuve, father of tanoa, grandfather of cakobau. (banuve died in the",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,first,decade of the s.) their descendants remain in a village of that name at bau island. others,parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,have,"settled in various parts of fiji, such as yale, kadavu island and at village nuku (formerly muaikacuni), moala island. bau placed some lasakau on moala in the futile hope of forestalling the incursions of ma’afu and his tongan warriors.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,laqara,"adj . tall and notably handsome, of a man, having a noble appearance.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,laqere,n. gravel. place-name of a village near suva that is rich in gravel. syn. qereqere.,parse_gatty_basic,has_syn,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lasaqa,"n. frigate bird, fregata spp. (two species), usually within miles of shore, and is thus an indication of a nearby island. it can plunge into the sea catching food but cannot rest on the surface. glides frequently, alert to steal food from the beak s of other seabirds. distinctive sharp long wings and deeply forked tail. syn. kasaga, manu ni cagi.",parse_gatty_basic,has_syn,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lase,"n. coral, coral sand. burned, it is used to treat the hair as lime. burning place known as lovo ni lase.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,laselase,"n. sand, as from a beach .",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lasu,"n., adj . false, lie, falsehood, liar. lasulasu n. lying. lasulasu adj . fake. p arof ita vakailasu false prophet. lasu, lasutaka v. to lie, to lie (about something) or to lie (to someone). kua ni lasutaki au! don ’t lie to me! na ilavo lasutaki the counterfeit money. lasulasu adj . for a person who is a liar. lata n. herbaceous plant, solenostemon scutellarioides, lamiaceae, commonly refered to as coleus, various colours, red, green, yellow, some variegated, used now as decorative outdoor plants. the juice of deep red coleus is taken internally with the rather naive notion that this will induce menstruation. lata is also used for earache. effectiveness remains unproven. syn. beta. lati, latia v. to form a screen, wall or barrier. ilati kau n. wooden screen. nailatikau is a name that reverberates through fij ian history.",parse_gatty_basic,has_syn,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,ilatilati,". n. curtain, screen, as for a sleeping enclosure, formerly of barkcloth .",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,latilati,. n . tonsils.,parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,latui,"n . fiji goshawk, accipiter rufitorques., endemic. syn. tuitui, waituitui. (west, namosi, colo east) reba. pink collar and breast; juveniles with speckled, streaked white breasts. docile disposition except when defending nest. lau, lauta . v. to pierce, to prick deeply with something that is sharp, pointed, a spear, a needle. idiom: lauti koya na sui ni kena he got caught in his own trap, he did it to himself. lit. the fish-bone from his own food pierced him. (sui bone) lau, lauta . v. to strike with the fist, a club, stick, stone that is thrown. can have figurative meaning,",parse_gatty_basic,has_idiom;has_syn,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,something,"that is striking, as words, a realisation, a vision, an appearance, something that is very affecting.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,laulau,v. used in the idiom lai laulau go plant taro.,parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lau-,as a prefix followed by a verb. . indicates the sudden violence of striking an object. lauvana mate,parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,shot,"dead. lauviri stoned (struck by thrown stone or similar object), lausua stabbed. laucoka speared. laucala missed, of a sudden thrust or throw of a missile. (laucala is also a place-name.)",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lau-,"as a prefix followed by a verb . indicates that something can be done or is done. laurai visible, within view. laukana edible, or is eaten by people.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,laubu,"n. timber tree of dense forest, usually near water, garcinia myrtiflora, clusiaceae. yellowish bark, yellow or brown latex, greenish white flowers, fruit red to purple from one to two inches in length.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,laucala,"v. to miss the target. this is the name of a island, now freehold, formerly an empire of very considerable significance around vanua levu. laucala was one of the very first states (matanitu) to have",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,an extensive,"system of collecting tribute. its decline came before the arrival of europeans in the early s. around vanua levu island, laucala was ultimately over-shadowed by verata and by supertribe a i sokula, an off-shoot of verata that came to dominate cakaudrove.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lauci,"n. candlenut tree, aleurites moluccana, euphorbiaceae, very likely an early aboriginal introduction, established throughout the pacific. the oily nuts are flammable, formerly used, after drying, for lamps",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,by coastal fij ians,"(not highlanders). some nuts were extracted from the shell, skewered, and placed",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,over,"a bowl. one nut burned at a time, lasting only for a few minutes, with ashes knocked off as the next nut is lit. soot used for tattoo and black colouring for barkcloth. nuts used modernly in polynesia, especially in hawaii, for necklaces when the nut is polished to a shiny black but this was never done in fiji. roots supplied a reddish dye for bark-cloth. bark is light grey. slash of inner bark is white sap",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,developing distinctive red,"colour. oil, with coconut oil, used as skin lotion, and as a base for fragrant oil. common around the coast, especially damp places, beside rivers, not reaching elevations above , feet. can grow to feet, often with no branches in the lower forty feet of smooth trunk, but",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,more,"usually half that height. timber soft, virtually useless for building, used only for case timber. leaves light green on top, powdery silver below; young lves deeply -lobed. flowers, cream coloured (male and female separate on the same tree), and fruits all year. nuts are globose, fleshy drupes, cm diam., never a staple food, nuts edible after roasting, rarely eaten and not agreeable to all. syn. (vanua levu, lau) sikeci. (bua) laci. (nadro., serua, ba) toto. (vuda, kadavu) qereqere. (polyn.) tuitui, kukui.",parse_gatty_basic,has_syn,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lava,"v. as a surprise, to give a “start”, be shocked, as in lava na yatena. (yate liver, the seat of courage)",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,ilava,"(lau) n. garnish for a meal, accompaniment to the starch-food that is the “true food” kakana dina. syn. icoi. (in the colo east highlands ilava means fish ika.)",parse_gatty_basic,has_syn,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lavaka,"v. to exact or impose a requirement (usually something to be given). also to suggest, or put forward an idea. lave, laveta v. to raise, raise something up (not used for nets, fishing lines). lave liga raise the hand (as in school, or in voting by a show of hands). it is a modernism, an anglicism, to use the word for raising the hand, though the expression is now in common use. in traditional fiji, raising the hand would be an impolite, possibly even a threatening gesture. idiom: laveta na vosa ni turaga to carry out instructions of the chief. idiom: lave na rara the visiting team has won, lit. lifted up the playing field, an anglicism. idiom: laveliga surrender, obviously an anglicism, from raising the hands, as one surrenders by european custom. fijians would soro. idiom: (vulgar) lavesaga n., adj . prostitute, lit. raising the thighs saga, but may also apply to a woman giving birth. ivei o mere? sa baci lavesaga tu i suva. where is mere? she is a prostitute in suva. idiom: lave maca drink excessively (alcohol). maca dry.",parse_gatty_basic,has_idiom;has_question;has_anglicism,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lave-ka-bi,"(anglicism) n., v. weightlifting, to lift weights, as the modern sport. such a word is a modern invention. usually written as one word.",parse_gatty_basic,has_anglicism,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,ilavelave,". (anglicism) n. copy, reprint, photocopy. laveta, lavetaka to make a copy, by writing out, or photocopy. lavelavetaki copying, making of copies.",parse_gatty_basic,has_anglicism,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,ilavelave,". (anglicism) n . stretcher, to carry an invalid. lavi, lavia, lavita v. to give a light (flame), as in bringing a burning ember to light another fire, or lighting a match for a smoker. syn. yala, yalaca. lavi, lavia (archaic) v. of one person or immediate family, to request assistance from community for some heavy task, such as gardening, house-building. veilavi such community work. some reciprocity was expected. such custom has fallen into disuse in many places. syn. dele, delea.",parse_gatty_basic,has_syn;has_anglicism,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lavo,"n. form of address, and term referring to a person of opposite segment (moitié) of highlanders (kaicolo). (pronounced as lavo with emphasis on last syllable.) every person is lavo or tako, alternating",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,ilavo,"(tonga via lau) n. money. ilavo bula (or) ilavo qaqa cash money. e sega na nona ilavo. he/she has no money. sauma na ilavo pay the money. matailavo adj . lit. “money-face”, greedy for money, motivated mainly for money. the word lavo (from the tongan “lafo”) originally applied only",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,veibiu,"n. maintenance money from a divorced husband to his former wife. ilavo musuki n. money deducted from wages for income tax, agreed-upon contributions, or other extractions.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,vakailavo-taka,"v. to finance, to provide funds for (some purpose). na vakailavotaki the financing.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lawa,"n. net, almost always these days for fishing. anciently, birds were also caught in nets fixed in position. birds were caught mainly for their red feathers (for tongans, who would trade them to samoa) but in the highlands especially, fijians ate birds when they could catch them.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lawa,ni yavi n. serving as a type of fish scare-line serviced by a whole community of villagers at the,parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,shore,"working together, about meters in length, this is “rope” of vegetation floating mostly at the",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,surface,"of shallow water. villagers surround the floating scare-line, splashing, making noise to keep fish within the enclosure, finally hauling yavi them to the shore. the catch is shared widely within the community. yavirau n. this type of fishing. yavi to haul, rau grass or reeds.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lawa,"(eng.) n. law. vakalawa-taka to legislate, pass a law (concerning something). basu lawa n. law breaker, criminal, crime. lawa-tu n. constitution (of an organisation, association, or government).",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lawa vakaturi,"n. proposed law. bose lawa parliament. bose lawa i cake senate. lawa, lawaca . v. to begin to weave, usually pandanus voivoi leaves, for mats. na lawaci ni ibe the beginning of a mat to be woven. na ilawalawa (or) na kena ilawa the long pandanus leaves for beginning a mat to be woven. lawa, lawaca . v. to plait and wrap coconut-fibre sinnet (magimagi) around something firmly, house posts or rafters, warclubs, usually for decoration. lawa, lawana v. to imagine, as in catching a thought or idea. the root-word lawa suggests catching, binding or encircling something in a mesh, as with a fish-net or a military ambush. lawaki, lawakitaka n., v., adj . to trick , deceive, to ambush, deception. na veilawakitaki the trickery. lawaki is the name of several villages in fiji. lawaki ca really evil deception.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lawalawa,". n. colander, for kitchen use, to drain wet food, or sieve with a fine mesh for smoothing flour. lawalawa ni tenisi tennis net. lawalawa ni katuba gauze-wire to keep out mosquitos and other insects from a house.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lawalawa,". n. gang, group of people going together. syn. ilala. lawa-tu n. highest law, supreme decree, in normal times referring to the constitution. see yavu ni vakavulewa .",parse_gatty_basic,has_syn;has_see,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lawe-na,"n. bird feather(s), not usually including the small and light fluffy feathers. idiom: cavu lawe lit. pluck out feathers, referring to a pretentious person who would show off by wearing a feather in the hair, acting inappropriately as if a chieftain. this idiom may mock any pretentious dress or demeanor.",parse_gatty_basic,has_idiom,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lawedua,"n. white-tailed tropic bird, phaethon sp. the red-tailed tropic bird is a vagrant, much rarer, and does not breed in fiji.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,laya,"(west) n. sail, bauan laca. used in the word sakulaya sailfish.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,le,". abbrev. for lewe people, used in compound expressions such as rakavi le yavitu rugby sevens, where",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,there,are seven people per team. le levu many people. na le rua the couple (of people). na le tolu,parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,the threesome,(three people). au le dua ga. eratou le vica. i am only one person. they are several. le . n. abbrev. for lesbian. syn. p anikeke (pancake).,parse_gatty_basic,has_syn,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,ile,"n. purpose, point, motive. na nona ile his particular purpose, motive, the main point he is making. na",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,nona ile vuni,his hidden motive.,parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,leba,". n. indigenous forest tree, three to nine meters high, at low elevations, syzygium neurocalyx, myrtaceae, white flowers, highly scented ribbed fruit, deep purple when fully ripe, used as a dye.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,women use,"scented fruit in a garland around the neck . fruits to be found in the latter seven months of the year. idiom: sa dreu na kena leba. everything is perfect, and very timely. lit. the leba fruit is ripe.",parse_gatty_basic,has_idiom,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,leba,. n. (archaic) female attendant for a high-born lady. leba is also a personal female name.,parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,leca,"caution: leca and words compounded from leca are quite varied in their meaning, which may differ with the context and tone of voice.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,leca,(eng.) n. leather.,parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,leca,"(rewa) absent, lost, disappeared. sa leca. he/she/it is gone, lost, missing. syn. (bau) yali. leca, lecava . v. to fail to recognize, fail to remember, do not know, be uncertain. au lecavi koya. i",parse_gatty_basic,has_syn,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,don ’t,"know him. kilaleca, kilaleca-taka mistakenly think one recognizes (someone or something). leca qalo not to know how to swim. leca tali does not know how to weave. lecava . v. to faint, lose consiousness au a lecavi au. i had fainted, lost consciousness. also sa lecalecavi koya. he fainted, “passed out”. leca, lecava . v. to wonder, to be confused about. au se lecavi iko makawa tiko. i was wondering for a long time who you are. kila leca mistaken identity.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lecava,". v. to contradict, disagree. au lecava na ka o tukuna. i disagree with what you are telling.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,vakaleca,v. to contradict (someone).,parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,leca-i-ka,"adj . lacking individual motivation; unthinking, forgetful; lacking knowledge.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,lecalecavi,forgetful.,parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,veilecayaki,"adj . unsettled (of the mind, the situation, the weather), unsure, undecided, confused, mixed up.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,vakaleca,"v. to lose (usually money, or a thing)",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,vakalecaleca-taka,"v. to ignore (a person or thing) deliberately, or fail to recognize. ovisa vakalecaleca plain-clothes policeman, undercover policeman .",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,vakaleca,"v. to cause someone to get mixed up. kua ni vakalecai au. don ’t get me mixed up (as when someone is trying to talk to a person who is doing sums or concentrating on something else). veilecaleca, vakalecalecava v. to ignore (someone).",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,veilecalecava,v. not to know (certain people) eratou veilecalecavi iratou. they (few) do not know each other.,parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,leca-taka,(rewa) v. to lose (something).,parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,leka,"n. a legendary harmless and good-natured people of very short stature, said to have lived in western viti levu, and also at vugalei, tailevu, and around the medrausucu mountains of colo east, since before the arrival of fijians. similar stories of a short people are heard at nacula island in the yasawa group. no physical remains have been found. na leka may actually have been real people, earlier",parse_gatty_basic,,,Fijian-English_Dictionary.txt
