domain,direction,source_id,source_text,target_text,semantic_cosine,semantic_flag_low
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001307,daliga tuli,(lau) adj . deaf (tuli or dule ear-wax).,0.19391122,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001308,daliga vara,"adj . deaf. syn. didivara, didi.",0.5051571,False
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001309,daliga,"n. a kind of edible “mushroom” (fungus), ear-shaped, growing on dead trees, known as jew ’s ear",0.29348168,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001310,dalo,"n. taro, colocasia esculentum, araceae, an aboriginally introduced root crop. baked, it can be kept a long time, useful in early long voyages. dalo and cultivated yams are the most prestigious root-crop s",0.28755286,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001311,new,"mothers and babies. dalo is planted with the crown from the top, or from suckers that grow",0.15779258,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001312,alongside,"the mother plant. fijians do not normally plant in rows. using a digging stick (doko), they",0.2279076,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001313,make,"a hole for the sucker or the top. varieties of taro include: mumu (yellow-coloured flesh), vavai, samoa, tausala ni samoa (often exported; the samoan word tausala means “lady”), samoa hybrid (black stem), toakula (pink stem), dalo ni toga, ba-via (superb tasting, small taro). dalo yaca taro",0.12981796,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001314,grated,"for making pudding. dalo vavi taro roasted in earth-oven . see dalo ni tana, a quite different species. syn. (naitasiri) sulo. (colo east) boka. (rewa) ba. (tonga) talo. idiom: drau ni dalo “cry-baby”, based on the fact that dalo leaves can be torn very easily . idiom: suasua vadrau ni dalo water off a duck ’s back , lit. wet like a dalo",0.35257304,False
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001315,leaf,"(that in fact, is impervious to water). idiom: vaka e cavu na dalo matua. done easily and quickly, just as mature dalo can be pulled out of the ground so easily . idiom: na dalo e tei ka vakasulina. lit. taro is planted and has suckers, meaning that a woman has responsible, caring parents who must be approached to have the woman in marriage. she is not just an individual.",0.2283564,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001316,dalo,"ni tana n. cultivated starch food, perrenial, xanthosoma sagittifolium, araceae. from a large “mother” corm, may smaller corms grow and are harvested a few at a time. leaves are edible when cooked, as are many dalo leaves.",0.24409565,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001317,dalobi,". n. large roll or bolt of cloth as in tailor shop, also seen at fijian ceremonies as presentation gift",0.3278732,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001318,when,"it is unrolled, spread out in a long train of cloth carried by a chain of women who display it as they approach the distinguished visitor(s). . n. stack, usually of folded cloth or clothing items.",0.086960316,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001319,dalo yaca,"n. fijian type of pudding of grated taro (dalo yaca), packaged in leaves, roasted with caramelised coconut cream (lolo buta) added.",0.47198376,False
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001320,dama-na,(colo) n. paternal grandmother.,0.37760484,False
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001321,damanu,"n. very well known and useful endemic timber tree with pink timber and yellow-brown bark, calophyllum vitiense, clusiaceae. fragrant fls cm diam. in clusters in the axils of lvs, white petals and sepals, stamens with conspicuous white anthers. fruits all year round, similar to the related dilo nut, - cm diam and turning purple or black at full maturity. secondary species with the same fijian",0.18676585,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001322,name,"is c. leptocladum, red-brown bark tinged yellow with white blotches; no petals, sepals with",0.15131544,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001323,conspicuous white,"anthers; tiny white fruit . cm diam. there are two other, minor species of this genus. in parts of polynesia, tamanu may refer to that related, important coastal species of the dilo nut, calophyllum inophyllum, which contains a useful oil for massage. syn. dilodilo.",0.27482355,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001324,damele,"adj ., n. inept, ineffectual, awkward, clumsy, droopy, thought to be characteristic of some people. sometimes used jokingly damele! “butterfingers !” when someone has done something clumsy. damola n. kiln drier (for copra, cocoa usually). syn. domola.",0.39531088,False
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001325,damole,"n. sp. of shrub. syn. tamole or tomole, limnophila rugosa, but the name also applies to the herb",0.2839072,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001326,basil,"(hindi tulsi), ocimum basilicum, quite widespread but hardly used by fijians who used virtually no herbs or spices. damu . brown, dull red, auburn colour, russet. idiom: ulu damu person with hair that is not the usual dusky black, but tinged with orange, auburn, or",0.36576557,False
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001327,even,fair tints. these genetic characteristics may change as one grows up. sometimes the orange or reddish tints are achieved with lime or dye.,0.111421734,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001328,damu,". n. edible fish, mangrove j ack , red snapper, lutj anus argentimaculatus or l . bohar, coastal and riverine, large scales, these days caught on a fishing line. similar to the kake. the reef variety can be",0.1026625,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001329,poisonous,"due to “red tide”, and is best avoided, especially october-november, at the time of balolo, but the poison may persist as late as march. syn. bati, batidamu.",0.4543122,False
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001330,damudamu,". red. qele damudamu red soil, acidic latersol. mata damudamu red-eyed (of fatigue).",0.44921833,False
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001331,qele boro damudamu,"land red-lined, from extinct clans, now classified as state land, or in some cases, reallocated to clans that have little land.",-0.031152282,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001332,damudamu,". fair-skinned, usually referring to fij ians with some tongan ancestry, as in lau, cakaudrove, kadavu. this is an old word, now rather dated.",0.21707174,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001333,damudamu,". as in kai idia damudamu (“red indian”), from cowboy films, a term sometimes used in",0.4497959,False
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001334,slang for,"the people of nawi village, buca bay , vanua levu. these people often cross over to taveuni for shopping, and have a reputation of causing trouble like a bunch of wild indians. to a less extent, people of tunuloa have a similar reputation.",0.12696385,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001335,damule,"v. to be dozing off, sinking into sleep. syn. sosovu.",0.48109537,False
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001336,damusa,"adj ., n. skin colour pink or reddish , healthy, shiny, sometimes from sunburn. balu damusa rosycheeked. sa damusa na yagona ena katakata ni siga. his/her skin is sun-burned.",0.31394094,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001337,dani,"n. fairly common whitish discoloration, pale blotches on a person's skin caused by a fungus, tinia versicolor. most often treated medically with salicylic acid. selenium sulfide (often found in antidandruff shampoos) is also useful in modern treatment.",0.13262953,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001338,dania,"(hindi dhaniya) n. coriander, coriandrum sativum, herbal spice used by indians for the bittertasting fresh leaves, and also, quite separately, for the bland dried seeds that makes up as much as %",0.21895063,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001339,danidani,"n. plant, polyscias spp., aralaceae, commonly grown near houses, small yellow leaf, leaves",0.18088673,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001340,sometimes,"used as tea. danidani ni solomoni, p. scutellaria, probably very early intro. from solomons and/or vanuatu, with large round green leaf, used as medicinal herb, edible though not often eaten. p. cumingiana is modern introduced ornamental, “yellow prince”, becoming bright yellow in",0.17785668,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001341,mostly,as a cough medicine.,0.19097863,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001342,danisi,"(eng.) v., n. dance (modern, non-traditional). na idadanisi the style of dancing. vale ni danisi night club. daniva n. common small, year-round salt-water food fish, goldspot herring, heklotsichthys quadrimaculatus or sardinella filiense. travels in schools, caught by netting near the shore. the size is that of a",0.26487717,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001343,large,"sardine. best cooked over an open fire. delicious flavour. some fij ians in the west have developed the skill of putting the whole cooked fish in their mouths, removing the bones by tongue and mouth movement, and spitting out the bones intact. around nasavusavu, this fish (and the smaller sardine-type fish called sara) are rather used as bait. schools may be fished with double hooks without bait, snaring the fish by chance.when daniva are chased by larger predators, they fling themselves out",0.13412885,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001344,danoto,"adj . soft, spongy, as of a cake or a pillow, but springing back when pressed as plastic foam would do. also applies to a person ’s flesh, contrasting it, say , to a hard, muscular body. not in common usage.",0.13432434,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001345,danuya,"v. to weight down something so as not to budge, such as a stone on a mat outdoors, not to be blown by the wind. syn. tabika.",0.3692648,False
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001346,da-qaqi,"constipation. a word not widely known. da excrement. dara, darama, daramaka . v. of something, to move or be moved or inserted into or through a confined space. a fish into a coral hole, a snake into vegetation, a fieldmouse into the grass, ball rolling under some heavy object, a stout person through a narrow passageway. dara, darama . v. unless some other object is stated or implied, dara refers to a man trying to force a woman, or at least make forced sexual approaches (touching the breasts, private parts): lai dara ena",0.20128818,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001347,bogi,"go take a woman by force at night. darama na yalewa rape the woman. dau dara obsessed with sex, usually of a man. see kucu, kucuva to rape. dara, daramaka . v. to put on, slip into and wear (some obj ect worn on the body, inc. seat belt of a car).",0.33618498,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001348,daramaka,"can apply to rings, clothing, shoes, hat, pair of glasses, condom. na cava e dara tiko o koya ? what is he/she wearing? daramaka na mama slip on the ring. daramaka yani na nomu ivava . put on your shoes. idiom: dara kulikuli v. to put on some clothing though the person is not properly bathed.",0.42339748,False
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001349,dara yame,(anglicism) v. to stick out the tongue. yame tongue.,0.46912944,False
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001350,darai,"n. type of fijian pudding, starch food (taro, cassava, perhaps breadfruit) cooked, mashed, with addition of coconut cream lolo droka.",0.075683326,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001351,darama,"adj . clear, cleaned, of vegetation on land to be planted, or path, or compound; bald or close, clean",0.2589839,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001352,shaven,"or a human head; clear, of yaqona beverage that has had the fibre strained out. darama saka",0.19092318,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001353,na,"yaqona vakaturaga. “the yaqona is strained clean, sir”, traditional words pronounced when yaqona has been formally prepared, and ready to be served.",0.3967842,False
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001354,darava,"(nait., lom., verata) n. doorway, entrance. swinging doors never existed in ancient fij i. entrances were closed, especially at night, by some covering such as matting or a plaque of interwoven palm leaves. a house has two doorways, one at the bottom end where cooking was done and less important people could enter, na darava i sue, and a more formal entrance at the side where important people would enter, na darava levu. in fact, this was a development in colonial times. originally there was usually only one doorway. syn. katuba. (vanua levu) takari.",0.324328,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001355,dari,"n. simple bowl made of clay or wood, formerly used for serving food or yaqona, also perhaps for liquid hair-dye. in some areas, such as rewa, where there is little timber, clay bowls are still used for serving yaqona. the samoan concept of a wooden serving bowl (tanoa) for kava was introduced from",0.20595816,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001356,tonga in the early,"s. pottery was made in only a few coastal places in fij i, virtually all by women of tongan origin. syn. sedre. see takona.",0.41526574,False
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001357,daridari-via,"slippery to walk on. daro, vakadaroya . v. to defer, delay, postpone, cancel. sa daro na qito. the game is postponed, cancelled. lai daroya na ilakolako ni tou na sega ni lako go defer the trip because we (several) won't be going. vakadaroya na qito to defer the game (to another day). me daro na qito. the game should be deferred. na daro n. the delay , deferment, postponement daroi, daroya . v . to smooth out, often of muscles in gentle massage, but also of removing creases from clothes or mats.",0.21544927,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001358,daru or edaru,"we, us (two, inclusive of person spoken to). daru lako! let ’s go ! (the two of us).",0.50923645,False
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001359,daseni,"(eng.) n. dozen. rather creatively, some highland vendors in the suva market will explain when questioned, that a dozen now means ten instead of the twelve you thought it did. dasila, dasilataka v. to crush, smash (of something soft, fruit stepped on, a sandwich that has been sat on, a person run over by car). butu-dasila-taka to crush by treading on (something). dasila badly injured, of a person. dada silasila badly crushed. see siki, sikita.",0.3936628,False
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001360,datou,"we, us (three, or a few more, inclusive of person spoken to), often abbreviated to tou. tou lako! let’s go ! (we three or more).",0.4623147,False
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001361,datuvu,"n., adj . ineffectual, given up trying with a lack of consistent and persistent will to accomplish anything, or to finish a task. lit. to pound and crush excrement (da), formerly claimed to be the afterlife punishment of ineffectual warriors. dau dadatuvu rawarawa ke sa oca. gives up easily when tired. idiom: au sa datuvu sara ga vei kemudou. i really give up on you people (several). you are hopeless.",0.27804202,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001362,dau,". root-word, either standing alone or often used as a prefix that modifies verbs and nouns, implying frequency, customary behaviour, competence. when it is a prefix , the whole word may be found in",0.23921531,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001363,modern,sense). daunif ika auditor. dau sasaga one who keeps trying. gonedau professional fisherman (formerly a function of certain kin-groups). dau veivacu boxer. dau bisinisi businessman.,0.07112256,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001364,dau,"bokobuka fireman. daulotu church-goer. dau-kaulotu missionary (often referring to fijian preachers in western melanesia). dau yalewa girl-chaser. dau tagane man-chaser. dau dara sexdriven. daunivucu composer of group dances (movement, music and words). dau rairai seer, said to",0.45315117,False
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001365,be,"a teller of the future or the truth, prophetic visionary. dau va-tevoro practitioner of black magic,",0.26266056,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001366,dau,va-gunu herbalist and medium who may do evil or counteract evil. daugunu heavy drinker.,0.33407956,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001367,daukosa,"heavy drinker of kava. dau taurilavo n. cashier (as at a shop). dau raici koya, au cudru. whenever i see him/her, i get angry . dau . n. expert, appearing in the expression na kena dau the expert.",0.49720412,False
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001368,daucina,"n. a spirit-god that pursues women to take his pleasure. he may assume the form of a familiar man, even a husband, and seduce a woman. at night he may be seen walking with a lamp (cina), as implied in his name. to avoid him, women may eat their meals at a toilet or out-house. he is known",0.17714715,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001369,dau kata,"v., adj . given to biting (dogs, sharks, snakes).",0.3017574,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001370,dau,vakata vuaka n. pig-hunter who uses dogs and knife (not a gun). pig-hunter with spear is a dau vakasasa. considerable skill and experience are needed for this. it can be dangerous.,0.2904523,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001371,dauca,"v. to fornicate, to have sexual intercourse outside of marriage.",0.10975609,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001372,vei-dauci,"n . adultery, committing of adultery .",0.21469149,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001373,daulevu,"n. title of chief of tribe mataisau, people of tongan origin, traditional carpenters, boatbuilders settled on bau island.",0.15988639,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001374,daumaka,"adj . pleasant, delightful, nice (of thing, or an occurence, or characteristic, but not of a person",0.22633946,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001375,as,such). sa daumaka na draki. it is pleasant weather. sa daumaka na nona igu. his/her enthusiasm is delightful. daumaka! lovely ! perfect ! great ! na masima e vaka-daumaka-taka na ikanakana ni kakana. salt makes the taste of food delightful.,0.18752423,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001376,daunibati,(or) vuniwai-ni-bati (anglicism) n. dentist. in earlier years the terms was more commonly,0.27227712,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001377,dauveicavubati,toothpuller.,0.2625291,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001378,daunifika levu,n. public auditor.,0.12930703,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001379,dau vakamolimoli,"adj . soft-hearted, of person. see moli.",0.35500285,False
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001380,daurairai,"(or) daurai n. person who foresees, foretells the future, or reveals facts of the past while in a trance. after a christian prayer (these days) and a bowl of kava with some ceremony, the sage reveals the needed information. syn, dau- kilakila .",0.5390277,False
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001381,dau-rai-vuli,n . school inspector.,0.32724428,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001382,dausiga,n. famine from drought.,0.24910626,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001383,dausoko,n. sailor. soko to sail.,0.43159297,False
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001384,dau-va-curu,"n. traditional medium who can be possessed by spirits, often to do evil to others. the spirit",0.25102347,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001385,enters,(curu) the person possessed.,0.24793395,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001386,dauvagunu,"n. traditional medium who mixes and pours yaqona to the spirits (tevoro), requesting favours, even including a person's death, or counter-acting such witchcraft.",0.3902216,False
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001387,dauvana,"n. shooter, marksman, formerly an archer before guns were introduced. also a diver who fishes with a spear or spear-gun. vana to shoot.",0.13896006,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001388,dauvavana,"n. hunter (with gun). this was a name given to a brother of the tui cakau who shot the invading tongan, wainiqolo, at wairiki in when ma’afu forces invaded taveuni.",0.26180893,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001389,dauve-na,". n. sister-in-law of a woman, a mutual relationship , a woman related to another woman, her",0.27567545,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001390,husband's,"sister, or that sister as related to her brother’s wife. dauve is also a form of address mutually used by such women. . mutual relationship of daughters whose parents are brother and sister.",0.22810432,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001391,dauveibuli,n. creator (the christian concept).,0.20870557,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001392,dauveiqia,"n. tattooer. in early fiji, only women were tattooed, around the lip s, groin and upper thighs. this made them more eligible for marriage.",0.07247785,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001393,dauveivakaisini,"n. person who often deceives, or is secretly vindictive. kaisi common lout, social scum, low-class people.",0.116353065,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001394,dauveivaka-laboci,"n. person who trick s people. lobo to be stuck , lobolobo swamp.",0.39530206,False
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001395,dauvere,n. tempter. dauvere-taka to tempt by tricking.,0.5382912,False
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001396,daunivere,n. satan. vere deceitful trick.,0.47007778,False
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001397,dava,"n. a noxious weed, koster’s curse, clidemia hirta, melastomataceae, introduced. the leaves may",0.2988133,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001398,be crushed and used,"as soap, raising a lather. the crushed leaves are also placed on cuts to stop bleeding and aid healing. the small purple berries are delicious. the fruit has been noted in april but may extend to other months.",0.26155165,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001399,dave,". v. to flow (liquids, usually river, tide or blood). sa dave na dra. the blood has started to flow.",0.14835559,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001400,na dave,"the flow. vakadavea v, to cause to flow, as in making a drain to let water flow. nadave is a place-name in tailevu province. idiom: vakadave-dra make war, lit. make blood flow.",0.26492962,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001401,dave,". (archaic) platter for chiefs, priests. one carved of vesi is illustrated in the book yalo i viti by fergus clunie.",0.21410146,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001402,daveta,"n. reef passage for boats. formerly could mean any kind of passage, even on land.",0.13481633,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001403,daveta,levu n. legendary place near bau where bauans resided after death. bauan ancestors live there,0.12955433,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001404,doing the,same daily things as living bauans do. it is said to have been located near a reef. the main entrance to suva harbour is also referred to as daveta levu. daveta levu is also the name of a tribe in tailevu.,0.07345661,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001405,davila,smooth.,0.37001336,False
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001406,davilai,"n. flounder, two species of flat fish , pleuronectiformes sp., and bothus sp., which is quite a bit larger. davo, davora (or) davoca v. to lie down, lie on. sa davo koto. it is lying there. davoca na ibe lie down on the mat. vakadavora na gone lailai ena idavodavo lay the child down on the bed.",0.35653162,False
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001407,idavodavo,"n. bed, regular place to lie down, sleeping mat. idavodavo may also describe mats prepared by a husband’s relatives for a newborn baby. syn. imocemoce, (west) idaradara.",0.13792896,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001408,vakadavora,"v. to lay (something) down, knock down (as in boxing), cause to lie down. vakadavori na",0.3260725,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001409,p aip o,lay down the pipes.,0.24147843,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001410,davui,"n. trumpet shell, charonia tritonis, ranellidae. the familiar name triton is the name of a son of poseidon, legendary god of the sea. fijians use it as a trumpet, these days mostly rural fishermen who announce their return with fish to sell. it is also blown ceremonially at the funeral ceremonies for high chiefs, mostly blown from the side. the triton shellfish help s control crown-of-thorns which destroy live coral reefs. unfortunately , tritons are over-harvested, for sale to tourists. their populations are in danger. in western fij i, a different but similar shell was used, the bursa, blown from the end. the verb uvu is used for the blowing of the trumpet-shell.",0.25329903,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001411,davuibuco,n. stomach.,0.27894118,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001412,davuke,"n. pit in the ground, dug for fermenting and storing a fijian starch food called madrai. this has",0.266285,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001413,been fijians’ principal means of,"storing food (aside from yam storage houses and sun-drying of fish). starch-food mashed and so stored may be breadfruit, taro, kawai, arrowroot, polynesian chestnut, plantain , sweet potato, cassava. fruits used may be those of malay apple (kavika), or even the mangrove (especially on fulaga island, and at bureta on ovalau). the pit is usually lined and covered with plantain leaves and weighted down with stones. syn. (lau) lua.",0.17174593,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001414,davuki,"(or) davuke n. hole or pit in the ground that has been dug out, as for burial grave or for harvesting large wild yams. dau kele davuki gravedigger (a job done in suva by prisoners).",0.37587523,False
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001415,dawa,n. semi-cultivated indigenous fruit with sweet translucent and delicious flesh (rather like a lychee),0.25671363,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001416,around,"a large seed, pommetia pinnata, sapindaceae. the seed was formerly eaten as a famine food,",0.034770593,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001417,after,"soaking for several days, and cooking. dawa sere is a var. with pink skin while dawa moli has",0.21002513,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001418,green,"skin. samuta na dawa to harvest dawa fruit by striking the branches, beating them to loosen and release the fruit which appears march through may . there has been a belief that double fruits may be offered to a woman to improve her chances of having babies. syn. (tonga, west, kadavu) tawa. idiom: kena na isamu ni dawa he/she suffered from someone else ’s actions. dawa, dawaca (or) dawaka v. to cross over (river, creek, road). e dua na dadawa a crossing (place to cross) but not usually a bridge, can be a ladder or step s up to a house. the verb applies in treeclimbing, to branches that allow one to cross to the next tree. sa dawa na mate the sickness is transmitted, infectious. vakadawa to transmit. vakadawa na itukutuku transmit the message. vakadawai-lago stay in the doorway, inadvertantly blocking it (bad manners). see dewa.",0.23862948,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001419,dawai,"n. unmarried adult, widow, widower. there is often pressure on an unmarried person to find a marriage partner. in early times a man often stayed single till the age of years.",0.0076059513,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001420,de,". lest (something will happen). au sa lako i vale, deu qai tauvimate i'll go home lest i get sick. qarauna, de dua na kemu dogo! watch out, or you might get struck with a stick ! totolo mai, de ko qai bera! hurry up or you will be late ! de da mani guilecava lest we forget.",0.42425457,False
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001421,de,". perhaps, probably, maybe. de sa lako ko koya. he/she may have gone, must have gone, has probably gone.",0.34890774,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001422,de,". would, might, as in au nanuma ga de o ni via raici koya. i think you would like to see him/her.",0.32014763,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001423,de dua,"perhaps, maybe, there might be. de dua na nomu ilavo levu. you might get a lot of money. de dua beka. perhaps.",0.30510002,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001424,de,. . . me (or) mo idiom : it would be . . . if . . . . de vinaka me cakava. it would be good if it were done. de daumaka mo cakava. it would be great if you would do it.,0.4252016,False
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001425,de-na,"n. excrement (usually animal). de ni oni honey (oni bee). demu sara! vulgar insulting expletive. de ni toa chicken manure. de ni duna certain algae that grow in swampy places, indicating the probable presence of swamp eels badamu. see da.",0.3974361,False
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001426,dede,". for a long time, take a long time. sa rui dede o iko. you take so long. sa dede na noqu tiko eke",0.40715638,False
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001427,i have been here,"a long time. sa dede daru qai sota. it has been a long time since we met. o na dede mai? you are going to be late in coming? a cava o vakadedetaka mai? what delayed you in coming? kakua ni dau vakadede. don't always take so long (be so late). dede vakalailai after a while. dede . n. duration, span or extent of time. na dede ni qito. the duration of the game. na kena dede the (its) duration.",0.3182509,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001428,dedena,"n. crusty or damp yellow discharge from the eyes, sometimes from excessive fatigue, sleep, an",0.21513769,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001429,indication of exhaustion,"and/or ill health . syn. denadena as in mata denadena, having eyes with these characteristics.",0.23970254,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001430,vakadege,(or) vakadigi v. to poke out the tongue at someone. jone vakadegei mere tiko jone is sticking out his tongue at mere. na veidege sa dua na itovo ca. sticking out one's tongue at a person is bad manners.,0.23269404,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001431,degei,"n. founding ancestral spirit-god, immigrant to fiji, who assumes the form of a giant snake living in",0.19413519,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0001432,the nakauvadra,"mountains of ra province. he is harmless and usually rather indifferent to human affairs. sometimes mentioned as being a younger brother of lutunasobasoba, who led a fairly recent",0.25010693,True
