domain,direction,sentence_type_fine,source_id,source_doc,source_text,target_text,adequacy_0_2,fluency_0_2,meaning_preserved_yes_no,issues,notes,adequacy_1to5,fluency_1to5,overall_quality,error_tags,comments,cohesion_discourse_optional
idiom,fj->en,idiom_literal,idiom|idioms|000034|literal,Fijian Idioms - Copy.txt,kana yava ni toa,"[Literal Translation:to eat chicken feet] [Meaning:Your authority is effective in your territory (Vanua), but is irrelevant here in this territory. Each can be a chief in his own land. U 1. were ubiubi Literally translated as “to fake the work of cutting grass, weeds, by just knocking vegetation down to lie against the ground.” Meaning: To pretend to work. This idiom may imply that someone is not telling the whole story, that they are concealing some truth. 2. Sega ni ura me sa tei damu . Literally translated as “no prawn just turns red (unless someone has cooked it.” Meaning: Where there is smoke there is fire. The truth will come out. There must be a cause for something to happen, and the truth will be known. V and Y 1. vaka e vidi na ura Literally translated as “like a prawn springing into action.” Meaning: It conveys the notion of something that jumps suddenly into action, as the prawn does. 2. Sa viritaki na kena vatu . Literally translated as “a stone has already been thrown at it.” | It is already decisively rejected. Can also mean that the decision has been made to quit something, such as a game. A child may spit on a stone and throw the stone into the bushes to indicate that he is quitting a game. The notion is that if you found the stone he would be forced to stay 3. veivunauci vaka i Ra kasala . Literally translated as “to give advice as a kasala fish does” Meaning: You are good at giving advice but failing to follow that advice yourself. 4. Sa suasua na yavamu . Literally translated as “Your legs are still wet” This implies that you are new to this place, having just arrived ashore. You are a newcomer here and should not speak with assurance. 6. Yavita dole na mataisau Literally translated as “to club the carpenter prematurely.” | To judge a job prematurely before the work has been completed.]",,,,,,4,5,4.5,,Accurate and natural.,Good flow.
idiom,fj->en,idiom_literal,idiom|idioms|000016|literal,Fijian Idioms - Copy.txt,"Dromu na vula, dromu vata kei na kena kalokalo","[Literal Translation:The moon sets and its star sets with it] [Meaning:that the death of one individual can quickly bring on the death of a spouse, close relative or associate.]",,,,,,4,3,3.5,grammar;named_entity,Mostly correct but slightly awkward.,
idiom,fj->en,idiom_literal,idiom|idioms|000040|literal,Fijian Idioms - Copy.txt,tala or tala simede,[Literal Translation:to unload cement] [Meaning:It may refer to having sex after long abstinence. (b) vaqara tala Literally translated as to go and unload. Meaning: To look for sexual opportunities. (c) Me laki rawataki ikeri na nomu tala? You are going to try your luck there at having sex?],,,,,,4,4,4.0,,Meaning mostly preserved; improve word choice.,
idiom,fj->en,idiom_literal,idiom|idioms|000017|literal,Fijian Idioms - Copy.txt,Dua mai keri!,"[Literal Translation:Your turn! (to speak, tell a story, entertain the group). ] [Meaning:This is said by someone, in a pleasant tone, who has just finished telling a yarn]",,,,,,5,4,4.5,named_entity,Accurate and natural.,Good flow.
idiom,fj->en,idiom_literal,idiom|idioms|000036|literal,Fijian Idioms - Copy.txt,katakata vakurokava,"[Literal Translation:like a tin pot that heats up quickly (and then cools off very quickly too) quickly] [Meaning: It refers to a persons temperament becoming quickly hot then quickly cold. People may start off some activity with great enthusiasm, but may lose interest]",,,,,,2,4,3.0,omission;lexical,Understandable with minor grammatical issues.,Good flow.
idiom,fj->en,idiom_literal,idiom|idioms|000040|literal,Fijian Idioms - Copy.txt,waiwai dilo,[Literal Translation:dilo oil. (The dilo tree has nuts that is used for oil for body massage.)] [Meaning:to sweet-talk someone to get what is wanted.],,,,,,4,4,4.0,named_entity,Understandable with minor grammatical issues.,
legal,en->fj,definition,constitution|1(3)(c),constitution - eng.txt,"the state and all persons holding public office must not prefer or advance, by any means, any particular religion, religious denomination, religious belief, or religious practice over another, or over any non-religious belief; and","na matanitu kei ira na kena vakailesilesi ni valenivolavola ni lewenivanua mera kua ni totaka e dua na matalotu, isoqosoqo lotu, se mata vakabauta, oka tale ga kina na vakabauta sega ni yavutaki vakalotu; ka",,,,,,5,4,4.5,,Accurate and natural.,
legal,en->fj,definition,constitution|157(14)(b),constitution - eng.txt,"the word “includes” means “includes, but is not limited to”.",vosa na “okati” e vakaibalebale ena “okati ia e sega ni yalani na kena ibalebale”. ----------------------- page -----------------------,,,,,,4,4,4.0,,Acceptable but could be smoother.,
legal,en->fj,definition,constitution|157(2)(h),constitution - eng.txt,an office established by written law; “public officer ” means the holder of a public office; “public service ” means the service of the state in a civil capacity but does not include—,valenivolavola e tauyavutaki ena lawa tabaki. “vakailesilesi ena valenivolavola ni lewenivanua” e vakaibalebale vua e dua e vakaitutu ena valenivolavola ni lewenivanua; “veiqaravi ni matanitu” e vakaibalebale ena veiqaravi ni matanitu vei ira na lewenivanua ka sega ni oka kina na—,,,,,,4,3,3.5,cultural,Meaning mostly preserved; improve word choice.,
legal,en->fj,definition,constitution|157(2)(c),constitution - eng.txt,"service in an office created by, or continued in existence under, this “session”, in relation to parliament, means a sitting of parliament starting when it first meets after a prorogation of parliament or a dissolution of parliament and ending when parliament is next prorogued or parliament is next dissolved; “sentence of imprisonment” does not include a suspended sentence or a sentence of imprisonment with the option of a fine; “sitting”, in relation to parliament, means a period during which parliament is sitting continuously without adjournment, and includes any period during which parliament is in committee; “speaker” means the speaker of parliament; “state” means the republic of fiji; “state of emergency” means a state of emergency proclaimed under chapter ; “state service” means the public service and the disciplined force; “subordinate court” means any court of law established for the state other than the high court, court of appeal, supreme court or a court established by a disciplinary law; “subordinate law” means any instrument made in exercise of a power to make the instrument conferred by an act, and includes regulations, rules, orders, by-laws or declarations; “this constitution” means the constitution of the republic of fiji; and “written law” means an act, decree, promulgation and subordinate law made under those acts, decrees or promulgations. ----------------------- page -----------------------","veiqaravi e tauyavutaki, se veiqaravi e tomani ena yavunivakavulewa qo; “gauna ni bose” ena palimedi, e vakaibalebale ena gauna e dabe kina na palimedi ni oti kena rube se bokoci na palimedi ka qai oti ni sa vakarubeci se sa bokoci tale na palimedi; “tau ni totogi” e sega ni wili kina na veilewai ka vakarubeci se na tau ni totogi kevaka e lavaki me totogi ilavo; “dabe” e na palimedi, e vakaibalebale ena gauna e bose tiko kina na palimedi ka sega ni vakarubeci, ka okati tale ga na gauna e bose kina na komiti ni palimedi; “sipika” e vakaibalebale vua na sipika ni palimedi; “vakamatanitu” e vakaibalebale ena matanitu tugagala o viti; “tikoleqa vakamatanitu” e vakaibalebale ena gauna e tikoleqa kina na matanitu me vaka e vakamacalataki ena wase ; “cakacaka vakamatanitu” e vakaibalebale ena cakacaka vakamatanitu kei na ----------------------- page ----------------------- “mataveilewai lalai tale e so” e vakaibalebale i na dua na mataveilewai tauyavutaki vakalawa e viti ka sega ni oka kina na mataveilewai e cake, mataveilewai ni rogokudru, mataveilewai cecere, se dua tale na mataveilewai ka tauyavutaki vakalawa ena vuku ni veitotogitaki ni ivakarau ni cakacaka; “lawa veivuke” e vakaibalebale ena dua na vakatulewa e vakaturi ena dua na kaukauwa me vakadeitaka na vakatulewa e soli ena lawa tabaki, okati kina na lawasau, lewa, ivakaro, lawatiki se itukutuku; “yavunivakavulewa qo” e vakaibalebale ena yavunivakavulewa ni matanitu tugalala o viti ; kei na ‘lawa tabaki” e vakaibalebale ena lawatu, dikiri, poromoliqeti kei na lawa veivuke e yavutaki mai na lawatu, dikiri kei na poromoliqeti.",,,,,,5,3,4.0,,Meaning mostly preserved; improve word choice.,Choppy in places.
legal,en->fj,definition,constitution|146(2),constitution - eng.txt,"in this section— “debt charges” means interest, sinking fund charges, amounts due in respect of repayment or amortisation of debt, and other expenditure incurred in connection with the raising of loans on the security of the revenue of the state or the consolidated fund; “eligible service” means service in a public office but does not include service in a naval, military or air force; and “pension benefits” means pensions, compensation, gratuities or other like payments payable to persons in respect of their eligible service or to their spouses, dependents, or personal representatives in respect of that service. ----------------------- page ----------------------- code of conduct","ena tikina qo— “dinau lavaki” kena ibalebale na, tubu, na sausaumi ena tobu e tauyavutaka na matanitu ena inaki ni vakalailaitaki ni saumi ni dinau se na kena saumi na dinau e se bera ni saumi kei na kena voli na iyau maroroi vua na matanitu, na levu ni ilavo dinautaki me saumi lesu kei na so tale na ilavo e vakayagataki ena vakatuburi ni ilavo kerei ena kena maroroi na ilavo ni matanitu se ena tobu ni umailavo cokovata ni matanitu; “veiqaravi e ganita” kena ibalebale na veiqaravi raraba ena valenivolavola ni lewenivanua, sega ni okati kina na veiqaravi ena mataivalu e wai, mataivalu e vanua kei na mataivalu e macawa; kei na “idole ni peniseni” kena ibalebale na ilavo ni vakacegu, ivakayaga, ilavo saumi taumada se so tale na sausaumi e soli vua e dua ena nona veiqaravi se vei ira na watidra, luvedra, se dua ga e matataki koya mai. ----------------------- page ----------------------- ivakarau ni cakacaka",,,,,,1,5,3.0,omission;lexical;idiomatic,Meaning mostly preserved; improve word choice.,
legal,en->fj,legal_clause,constitution|157(2)(a),constitution - eng.txt,a power to make appointments on the promotion or transfer to the office; and,kaukauwa ni veidigitaki me tosocake na itutu se lesi ena valenivolavola; kei na,,,,,,2,4,3.0,omission;lexical,Acceptable but could be smoother.,
legal,en->fj,legal_clause,constitution|157(11),constitution - eng.txt,"a power conferred by this constitution to make, grant or issue any instrument (including a proclamation, order, regulation or rule), or to give any direction, includes the power, exercisable in the like manner, to repeal, rescind, revoke, amend or vary the instrument or direction.","na kaukauwa e soli ena yavunivakavulewa qo me buli, vakadonuya se solia e dua na ivola (okati kina na itukutuku ni matanitu, ivakaro, lawasau se lewa) se vakatulewa, e soli tale ga kina na kaukauwa me bokoci, veisautaki na vakatulewa.",,,,,,3,3,3.0,lexical;grammar;idiomatic,Understandable with minor grammatical issues.,
legal,en->fj,legal_clause,constitution|109(2)(a),constitution - eng.txt,the attorney-general who is to be its chairperson; and,na vunilawa ka kena jemeni; kei na,,,,,,4,4,4.0,,Understandable with minor grammatical issues.,
legal,en->fj,legal_clause,constitution|95,constitution - eng.txt,appointment of ministers,digitaki ni minisita,,,,,,4,4,4.0,,Mostly correct but slightly awkward.,
legal,en->fj,legal_clause,constitution|8(6)(c),constitution - eng.txt,"provides for the extradition, on the order of the high court, of a person from fiji;","vakasavi e dua na tamata e viti, ena vakatulewa ni mataveilewai e cake;",,,,,,2,3,2.5,omission;lexical,Key information missing or mistranslated.,
legal,en->fj,legal_clause,constitution|52(3)(e),constitution - eng.txt,"any office in a state service, including public service and the disciplined force;","na valenivolavola ni matanitu, okati kina na vakailesilesi vakamatanitu, kei na tabana ni veitaqomaki;",,,,,,3,3,3.0,lexical;grammar,Understandable with minor grammatical issues.,
legal,en->fj,legal_clause,constitution|123(g),constitution - eng.txt,"transparency, including—",cakacaka savasava me vaka na—,,,,,,3,5,4.0,,Understandable with minor grammatical issues.,
legal,en->fj,legal_clause,constitution|124(8),constitution - eng.txt,the members of the commission referred to in subsection ()(d) and (e) hold office for a term of years and are eligible for re-appointment.,na lewenimatabose e vakamacalataki ena wasetiki (d) kei na (e) me na veiqaravi me na yabaki ka rawa ni na digitaki tale me veiqaravi.,,,,,,4,3,3.5,,Meaning mostly preserved; improve word choice.,Good flow.
legal,en->fj,legal_clause,constitution|1(5)(e),constitution - eng.txt,rules for the calculation of periods of a person’s lawful presence in fiji for the purpose of determining citizenship;,"na lawa me cakacakataki kina na balavu ni gauna me tiko kina e viti, ena qai vakatautaki kina na soli vua ni ivolatara me lewenivanua;",,,,,,4,3,3.5,,Meaning mostly preserved; improve word choice.,
legal,en->fj,legal_clause,constitution|51,constitution - eng.txt,an international treaty or convention binds the state only after it has been approved by parliament. members of parliament,na veidinadinadinati kei na veimatanitu e vauca na matanitu kevaka sa vakadonui mai na palimedi. ----------------------- page ----------------------- lewenipalimedi,,,,,,4,4,4.0,,Acceptable but could be smoother.,
legal,en->fj,legal_clause,constitution|166,constitution - eng.txt,prime minister and ministers,paraiminisita kei na minisita ni boseyaco,,,,,,5,5,5.0,idiomatic,Fluent and clear.,
legal,en->fj,legal_clause,constitution|8(6)(i),constitution - eng.txt,for the purpose of ensuring his or her appearance before a court for trial or other proceedings; ----------------------- page -----------------------,ni kena vakadeitaki me na rairai ena mataveilewai;,,,,,,4,3,3.5,grammar,Meaning mostly preserved; improve word choice.,
legal,en->fj,legal_clause,constitution|109(8)(b),constitution - eng.txt,take over criminal proceedings that have been instituted by another person or authority (except proceedings instituted by the fiji independent commission against corruption); ----------------------- page -----------------------,qarava na veilewai ni basulawa sa tekivuna e dua se dua tale na matabose se tabacakacaka (vakavo na kisi eratou qarava na matabose tuvakaikoya me valuta na cakacaka butobuto);,,,,,,3,3,3.0,lexical;grammar,Meaning mostly preserved; improve word choice.,Flows reasonably.
legal,en->fj,legal_clause,constitution|109(8)(a),constitution - eng.txt,institute and conduct criminal proceedings;,tekivutaka ka qarava na veilewai ni basulawa;,,,,,,5,3,4.0,grammar,Acceptable but could be smoother.,
legal,en->fj,legal_clause,constitution|138,constitution - eng.txt,performance of functions of commissions and tribunals,qaravi ni itavi ni matabose kei na mataveivaqaqai,,,,,,3,4,3.5,cultural,Acceptable but could be smoother.,
legal,en->fj,legal_clause,constitution|146(h),constitution - eng.txt,the commissioner of police;,komisina ni ovisa;,,,,,,5,4,4.5,,Meaning preserved; reads well.,
legal,en->fj,legal_clause,constitution|52(2)(f),constitution - eng.txt,is not subject to a sentence of imprisonment when nominated;,e sega ni cakacakataka tiko na nona itotogi e valeniveivesu ena gauna sa vakaturi kina;,,,,,,4,2,3.0,grammar;word_order,Acceptable but could be smoother.,
legal,en->fj,legal_clause,constitution|45,constitution - eng.txt,human rights and anti-discrimination commission,matabose ni dodonu ni tamata kei na valuti ni veivakaduiduitaki,,,,,,5,4,4.5,,Fluent and clear.,
legal,en->fj,legal_clause,constitution|109(5),constitution - eng.txt,"the president may, on the recommendation of the judicial services commission following consultation by it with the attorney-general, appoint a person to act as a member of the commission during any period or during all periods, when there is a vacancy in the membership of the commission or when a member is absent from duty or from fiji or is, for any reason, unable to perform the functions of office.","na peresitedi e rawa ni digitaka e dua me taura vakatawa na itutu ni lewenimatabose, ena ivakasala ni matabose veiqaravi ni mataveilewai salamuria na nodra veitalanoa kei na vunilawa, ena gauna e lala kina na itutu se ena gauna e yali se gole kina vakacakacaka i vanuatani na lewenimatabose, se ena dua ga na inaki e sega ni qarava rawa kina na nona itavi.",,,,,,3,5,4.0,lexical,Understandable with minor grammatical issues.,Some cohesion issues.
legal,en->fj,legal_clause,constitution|83,constitution - eng.txt,qualification for appointment,ivakatagedegede me digitaki kina na peresitedi,,,,,,3,5,4.0,lexical,Understandable with minor grammatical issues.,
legal,en->fj,obligation,constitution|109(4),constitution - eng.txt,the members of the commission shall be appointed for a term of years and shall be eligible for re-appointment.,na lewenimatabose ena veiqaravi me na yabaki ka rawa ni digitaki tale me veiqaravi.,,,,,,4,4,4.0,,Mostly correct but slightly awkward.,
legal,en->fj,obligation,constitution|82(3),constitution - eng.txt,"the president shall receive such remuneration, allowances and other benefits, as prescribed by a written law made under section . oath of office","na peresitedi me na soli vua na isau ni veiqaravi, oco kei na idole tale e so me vaka e virikotori ena lawa tabaki e buli ena tikina . bubului",,,,,,3,3,3.0,lexical,Understandable with minor grammatical issues.,
legal,en->fj,obligation,constitution|157(h),constitution - eng.txt,"any public office, from any criminal prosecution and from any civil or other liability in any court, tribunal or commission, in any proceeding including any legal, military, disciplinary or professional proceedings and from any order or judgment of any court, tribunal or commission, as a result of any direct or indirect participation, appointment or involvement in the government from december to the date of the first sitting of the first parliament elected after the commencement of this constitution, provided however any such immunity shall not apply to any act or omission that constitutes an offence under sections to , to , to , to , to , and to of the crimes decree (as prescribed in the crimes decree at the date of the commencement of this constitution). ----------------------- page ----------------------- immunity entrenched .—() notwithstanding anything contained in this constitution, this chapter and any immunity granted or continued in this chapter shall not be reviewed, amended, altered, repealed or revoked.","valenivolavola ni lewenivanua, mai na veibeitaki ni basulawa, mai na dua na veileti se ena dua na ka e lavaki mai na mataveilewai, mataveivaqaqai, se matabose ena dua na veilewai, oka kina na veilewai vakalawa, mataivalu, iwalewale ni veitotogitaki, se na veilewai vakacakacaka kei na ivakaro se vakatulewa ni mataveilewai, mataveivaqaqai se matabose, vu mai na nona vakaitavi, digitaki se lewena na matanitu mai na ika ni tiseba, yacova na imatai ni dabe ni imatai ni palimedi, ni sa tauri oti na vakayacori se sega ni vakayacori ka wili me cala vakalawa ena tikina i na , i na , i na , i na , i na , kei na i na ni dikiri ni basulawa (ka vakarautaki ena dikiri ni basulawa ena gauna e tauri kina na yavunivakavulewa qo). ----------------------- page ----------------------- vakadeitaki ni veivagalalataki .—() e dina ni virikotori ena yavunivakavulewa qo, ia na wase qo kei na veivagalalataki e soli se tomani ena wase qo ena sega ni rawa ni raicilesu, veisautaki, vukici, vakadaroi se bokoci.",,,,,,1,4,2.5,omission;lexical,Unnatural and difficult to understand.,
legal,en->fj,obligation,constitution|109(4)(b),constitution - eng.txt,must consider any other information derived from the record of the case or elsewhere that is available to the commission; and,me vakayagataka tale ga na itukutuku tale e so e vure mai na itukutuku ni kisi se na itukutuku mai taudaku e taura rawa na matabose ni veivosoti; ka,,,,,,3,4,3.5,lexical;register,Understandable with minor grammatical issues.,
legal,en->fj,obligation,constitution|149,constitution - eng.txt,a written law shall—,na lawa tabaki me na—,,,,,,4,5,4.5,,Accurate and natural.,
legal,en->fj,obligation,constitution|124(6)(b),constitution - eng.txt,"the qualification requirements for appointment and the process to be followed for appointment, which must be an open, transparent and competitive selection process based on merit;","ivakatagedegede ni vuli e gadrevi kei na ivakarau me vakamuri ena veivakacakacakataki, ka dodonu me dola raraba, vakarawarawataki, valataki vakasavasava, ia na veidigitaki me yavutaki ena rawaka;",,,,,,5,1,3.0,grammar;word_order,Mostly correct but slightly awkward.,Some cohesion issues.
legal,en->fj,obligation,constitution|109(11),constitution - eng.txt,"the members of the commission shall be entitled to such remuneration as determined by the president acting on the advice of the judicial services commission following consultation by the judicial services commission with the attorney-general, and any such remuneration must not be varied to their disadvantage, except as part of an overall austerity reduction similarly applicable to all officers of the state.","na lewenimatabose me na saumi ena isau ni veiqaravi e vakatautaka na peresitedi ena ivakasala ni matabose veiqaravi ni mataveilewai ni salamuria na veitalanoa kei na vunilawa, ia na isau me kua ni veisautaki vakavo ke vakayacori e dua na veisau me vakalailaitaki kina na isau, na veisau me vakayacori vakatautauvata vei ira kece na vakailesilesi vakamatanitu.",,,,,,3,3,3.0,grammar;cultural,Acceptable but could be smoother.,
legal,en->fj,obligation,constitution|61(6),constitution - eng.txt,any application made to the court of disputed returns under this section must be determined by the court of disputed returns within days of the date when the application is made to it.,na kerekere e kau cake mai ena mataveilewai ni kudru ni veidigidigi ena tikina qo e dodonu me na vakatulewa kina na mataveilewai ni kudru ni veidigidigi ena loma ni na siga mai na siga e ciqoma kina na kerekere qo.,,,,,,5,4,4.5,idiomatic,Accurate and natural.,Choppy in places.
legal,en->fj,obligation,constitution|102(18),constitution - eng.txt,"the report of the tribunal or the recommendations of the medical board, as the case may be, made under subsection () shall be made public. qualification for appointment .—() the making of appointments to a judicial office is governed by the principle that judicial officers should be of the highest competence and integrity.","na ripote ni mataveivaqaqai se na vakatutu ni matabose in bula e vakarautaki ena wasetiki () me na vakaraitaki raraba. veika me rawati ena veidigitaki .—() ena nona digitaki e dua na vakailesilesi ena mataveilewai, me tiko vua na ivakatagedegede cecere duadua ni dina kei na cakacaka savasava.",,,,,,2,4,3.0,omission;lexical,Understandable with minor grammatical issues.,
legal,en->fj,obligation,constitution|88(3)(c),constitution - eng.txt,"the tribunal or medical board shall enquire into the matter and furnish a written report, including its advice on whether the president should be removed from office, to the chief justice, who shall refer the report to the prime minister for tabling in parliament.","mataveivaqaqai se matabose ni bula me dikeva na leqa qo qai vakarautaka e dua na kena ripote vua na navosavakadua, oka ena ripote na vakatutu ni nona vakacegui na peresitedi. navosavakadua ena qai vagolea na ripote vua na paraiminisita me na qai vakaraitaka ena palimedi.",,,,,,2,4,3.0,omission;lexical,Meaning mostly preserved; improve word choice.,
legal,en->fj,obligation,constitution|109(14),constitution - eng.txt,"the commission shall have the authority to appoint, remove and discipline all staff (including administrative staff) in the commission.","na matabose e tu vua na kaukauwa me vakacakacakataka, vakaceguya, se totogitaka na vakailesilesi taucoko (oka kina o ira na veiqaravi e valenivolavola) ena valenivolavola ni matabose.",,,,,,4,4,4.0,,Mostly correct but slightly awkward.,
legal,en->fj,obligation,constitution|65(9),constitution - eng.txt,"a determination by the court of disputed returns under this section is final and not subject to any appeal. sessions of parliament .—() after a general election of members of parliament, the parliament shall be summoned to meet by the president no later than days after the announcement of the results of the general election.","na lewa e sa tauca na mataveilewai ni kudru ni veidigidigi ena tikina qo me na tudei ka na sega ni rawa me dua tale na mataveilewai me railesuva. bose ni palimedi .—() ni sa oti na veidigidigi raraba ni lewenipalimedi, na peresitedi ena samanitaka na dabe ni palimedi, ia na gauna e dabe kina me kua ni lailai mai na na siga ni oti na kena vakarogotaki na macala ni veidigidigi.",,,,,,2,4,3.0,omission;lexical,Meaning mostly preserved; improve word choice.,
legal,en->fj,obligation,constitution|65(3)(b),constitution - eng.txt,"except if corrupt practice is alleged, must be brought within days of the declarations of the poll.","vakavo ke vakasamataki ni oka kina na cakacaka vakabutobuto, na kudru me na kau cake ena loma ni na siga mai na kena kacivaki na macala ni veidigidigi.",,,,,,5,4,4.5,,Fluent and clear.,
legal,en->fj,obligation,constitution|124(4),constitution - eng.txt,the commission shall provide regular updates and advice to parliament on any matter relating to its functions and responsibilities.,na matabose me na solia wasoma na itukutuku kei na ivakasala vua na palimedi me baleta na nona itavi kei na kena qaravi.,,,,,,3,3,3.0,grammar,Acceptable but could be smoother.,
legal,en->fj,obligation,constitution|70(8)(b),constitution - eng.txt,"the qualification requirements for appointment and the process to be followed for appointment, which must be an open, transparent and competitive selection process based on merit; ----------------------- page -----------------------","ivakatagedegede ni vuli e gadrevi kei na ivakarau me vakamuri me baleta na veivakacakacakataki, ka dodonu me dola raraba, vakarawarawataki, valataki vakasavasava, ia na veidigitaki me yavutaki ena rawaka;",,,,,,2,5,3.5,omission;lexical,Mostly correct but slightly awkward.,Some cohesion issues.
legal,en->fj,obligation,constitution|109(2),constitution - eng.txt,"the commission shall consist of a chairperson and other members appointed by the president, on the advice of the judicial services commission following consultation by it with the attorney-general.","na matabose me lewena e dua na jemeni, kei na tale na lewena e digitaka na peresitedi ena ivakasala ni matabose veiqaravi ni mataveilewai ni oti na veitalanoa kei na vunilawa.",,,,,,4,4,4.0,,Understandable with minor grammatical issues.,Good flow.
legal,en->fj,obligation,constitution|164(2),constitution - eng.txt,the provision of this section shall be without prejudice to any power conferred by or under this constitution to make provision for the abolition of offices or for the removal from office of persons holding or acting in any office. ----------------------- page -----------------------,na tikina qo e sega ni oka kina na kaukauwa e soli ena yavunivakavulewa qo me vakarautaka na lawa me bokoca e dua na valenivolavola se me vakaceguya e dua na vakailesilesi taura tiko se taura vakatawa e dua na itutu.,,,,,,4,3,3.5,grammar,Acceptable but could be smoother.,Good flow.
legal,en->fj,obligation,constitution|155(2),constitution - eng.txt,"notwithstanding anything contained in this constitution, the limitation of liability for prescribed political events decree shall, in its entirety, continue in existence and shall not be reviewed, amended, altered, repealed or revoked by parliament. further immunity","veitalia na veika e vakarautaki ena yavunivakavulewa qo, na dikiri ni yalani ni veika e lavaki me qaravi kina na veika vakapolitiki , ena vakabau taucoko ka na tomani tiko ga, ka na sega ni rawa ni raicalesu, veisautaka, vukica, vakadaroya se bokoca na palimedi. veivagalalataki tale e so",,,,,,5,5,5.0,,Fluent and clear.,Good flow.
legal,en->fj,obligation,constitution|65(8),constitution - eng.txt,the court of disputed returns must make a determination on any petition or proceeding within days of the date when the petition or proceeding is brought before it.,na mataveilewai ni kudru ni veidigidigi e dodonu me na vakatulewataka na kudru se na veilewai kece e kau cake mai ena loma ni na siga mai na siga e ciqoma kina na kudru se na veilewai qo.,,,,,,4,4,4.0,,Meaning mostly preserved; improve word choice.,
legal,en->fj,obligation,constitution|124(5),constitution - eng.txt,"in the performance of its functions or the exercise of its authority and powers, the commission shall be independent and shall not be subject to the direction or control of any person or authority, except by a court of law or as otherwise prescribed by written law. ----------------------- page -----------------------","ena vakayagataki ni kaukauwa ena tikina qo, na matabose ena sega ni vakarogoca na vakatulewa ni dua tale na tamata, se matabose, se tabacakacaka, vakavo ke vakarota na mataveilewai se virikotori ena yavunivakavulewa qo se na lawa tabaki.",,,,,,1,3,2.0,omission;lexical,Key information missing or mistranslated.,
legal,en->fj,right,constitution|37,constitution - eng.txt,right to social security schemes,dodonu ni tamata yadua me vakarautaki vua na veivuke raraba,,,,,,3,1,2.0,lexical;grammar;word_order;register,Key information missing or mistranslated.,
legal,en->fj,right,constitution|9,constitution - eng.txt,right to personal liberty,dodonu ni galala ni tamata,,,,,,2,1,1.5,omission;lexical;grammar;word_order,Major errors; needs revision.,
legal,en->fj,right,constitution|90(7),constitution - eng.txt,"if in any proceedings in a magistrates court or a subordinate court, a question arises as to the interpretation of this constitution, the magistrates court or a subordinate court may decide the matter, and its decision may be appealed as of right to the high court. magistrates court .—() the magistrates court consists of—","kevaka e vure cake mai na vakatataro me baleta na vakamacalataki ni e ra se mataveilewai lalai tale e so me vakatulewa kina, ia sa tiko na dodonu ena mataveilewai e cake me rogoca kevaka e dua na ilawalawa ena kisi e sega ni duavata kei na vakatulewa ena mataveilewai e ra se mataveilewai lalai tale e so. mataveilewai e ra .—() na mataveilewai e ra e lewena na—",,,,,,3,5,4.0,lexical,Meaning mostly preserved; improve word choice.,Choppy in places.
legal,en->fj,right,constitution|150,constitution - eng.txt,a written law shall make provision for the exercise by a member of the public of the right to access official information and documents held by the government and its agencies. ----------------------- page ----------------------- auditor-general .—() the office of the auditor-general established under the state services decree continues in existence.,"na lawa tabaki e dodonu me vakamatatataka na nodra dodonu na lewenivanua mera kila, taura na itukutuku kei na ivola ni itukutuku e tiko ena veivalenivolavola vakamatanitu kei na kena veitabana. daunifika levu .—() na valenivolavola ni daunifika levu e tauyavutaki ena dikiri ni veiqaravi vakamatanitu , me na tomani tiko ga.",,,,,,3,3,3.0,,Mostly correct but slightly awkward.,Flows reasonably.
legal,en->fj,right,constitution|22,constitution - eng.txt,"—() every person has the right to freedom of religion, conscience and belief. ----------------------- page -----------------------","galala ni sokalou, rai vakayalo kei na vakabauta",,,,,,2,4,3.0,omission;lexical,Meaning mostly preserved; improve word choice.,
legal,en->fj,right,constitution|36,constitution - eng.txt,right to adequate food and water,dodonu ni vakarautaki vakamatau ni kakana kei na wainigunu,,,,,,5,4,4.5,,Good translation with only minor edits needed.,
legal,en->fj,right,constitution|8,constitution - eng.txt,"every person has the right to life, and a person must not be arbitrarily deprived of life. right to personal liberty .—() a person must not be deprived of personal liberty except—","na tamata yadua e tu vua na dodonu me bula, ka me kua ni kautani vakaveitalia na nona bula. dodonu ni galala ni tamata .—() e sega ni dodonu me vakuwai e dua mai na nona galala, vakavo—",,,,,,4,3,3.5,grammar,Understandable with minor grammatical issues.,
legal,en->fj,right,constitution|8(2)(f),constitution - eng.txt,"for the purpose of regulating essential services and industries, in the overall interests of the fijian economy and the citizens of fiji. employment relations .—() every person has the right to fair employment practices, including humane treatment and proper working conditions.","vakaituvatuvataki na cicivaki ni tabana ni veiqaravi e gadrevi kei na cicivaki ni veimataqali matacakacaka e gadrevi, ena vuku ni taraicake ni bula vakailavo e viti kei na lewei viti. veimaliwai vakacakacaka .—() na tamata taucoko e tiko vei ira na dodonu mera qaravi vakatautauvata ena gauna ni cakacaka, okati kina na nodra qaravi vinaka kei na tuvaki vinaka ni valenicakacaka. ----------------------- page -----------------------",,,,,,4,4,4.0,other,Meaning mostly preserved; improve word choice.,
legal,en->fj,right,constitution|34,constitution - eng.txt,right to reasonable access to transportation,dodonu ni tamata yadua me vakayagataka na veimataqali sala ni veitosoyaki,,,,,,5,4,4.5,,Meaning preserved; reads well.,
